"Legacy Identifier","Identifier","Alternate Identifier","Title#1","Description#1","Description#2","Subject 1#1","Subject Type 1#1","Subject 2#1","Subject Type 2#1","Subject 3#1","Subject Type 3#1","Subject 4#1","Subject Type 4#1","Subject 5#1","Subject Type 5#1","Subject 6#1","Subject Type 6#1","Subject 6#2","Subject Type 6#2","Subject 6#3","Subject Type 6#3","Subject 6#4","Subject Type 6#4","Subject 6#5","Subject Type 6#5","Subject 6#6","Subject Type 6#6","Subject 6#7","Subject Type 6#7","Type#1","Source#1","Relation#1","Relation Type#1","Relation#2","Coverage Spatial#1","Coverage Spatial Type#1","Coverage Spatial#2","Coverage Spatial Type#2","Creator#1","Creator Type#1","Creator 2#1","Creator Type 2#1","Creator 3#1","Creator Type 3#1","Creator 4#1","Creator Type 4#1","Creator 5#1","Creator Type 5#1","Creator 5#2","Creator Type 5#2","Creator 5#3","Publisher#1","Publisher#2","Contributor 1#1","Contributor Type 1#1","Contributor 2#1","Contributor Type 2#1","Contributor 3#1","Contributor Type 3#1","Rights#1","Date#1","Date Type#1","Date#2","Date Type#2","Format Extent#1","Format Medium#1","Format Media Type#1","Format Medium#2","Format Medium#3","Language#1","Language 2#1","Language 3#1","Language#2","Language 3#2","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"RZI-AC-59a","JRRZ0001S0015N0003","","Wisdom School: Ruth, Esther, Jonah, Job, Part 3 (of 16)","Wisdom School: Ruth, Esther, Jonah, Job, Part 3 (of 15). Primal Myths Wisdom School Series on Torah and TaNaK. Continuation of the previous recording, with questions from the audience. Series files JRRZ0001S0015N0001 - N0015","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Job (Biblical figure)","lcsh","Ruth (Biblical figure)","lcsh","Jonah (Biblical prophet)","lcsh","Esther (Biblical figure)","lcsh","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0015","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","Ilsen, Eve","Speaker","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1989-05-01","Created","","","","audio/mp3","","","","English","","","","","528539","4546","RZI-AC-59a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528539~132589"
"RZI-AC-59b","JRRZ0001S0015N0004","","Wisdom School: Ruth, Esther, Jonah, Job, Part 4 (of 16)","Wisdom School: Ruth, Esther, Jonah, Job, Part 4 (of 15). Primal Myths Wisdom School Series on Torah and TaNaK. Continuation of the previous recording, with much singing and niggunim. Reb Zalman speaks about the role of music, and leads a havdalah service. Series files JRRZ0001S0015N0001 - N0015","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Job (Biblical figure)","lcsh","Ruth (Biblical figure)","lcsh","Jonah (Biblical prophet)","lcsh","Esther (Biblical figure)","lcsh","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0015","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","Ilsen, Eve","Speaker","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1989-05-01","Created","","","","audio/mp3","","","","English","","","","","528553","4546","RZI-AC-59b.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528553~132590"
"RZI-AC-60","JRRZ0001S0015N0005","","Wisdom School: Ruth, Esther, Jonah, Job, Part 5 (of 16)","Wisdom School: Ruth, Esther, Jonah, Job, Part 5 (of 15). Primal Myths Wisdom School Series on Torah and TaNaK. Reb Zalman speaks about the story of Esther and Purim, Krishna in the Megillah. Eve and Reb Zalman teach about Job. Series files JRRZ0001S0015N0001 - N0015","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Job (Biblical figure)","lcsh","Ruth (Biblical figure)","lcsh","Jonah (Biblical prophet)","lcsh","Esther (Biblical figure)","lcsh","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0015","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","Ilsen, Eve","Speaker","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1989-05-01","Created","","","","audio/mp3","","","","English","","","","","528567","4546","RZI-AC-60.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528567~132593"
"RZI-AC-61","JRRZ0001S0015N0006","","Wisdom School: Ruth, Esther, Jonah, Job, Part 6 (of 16)","Wisdom School: Ruth, Esther, Jonah, Job, Part 7 (of 15). Primal Myths Wisdom School Series on Torah and TaNaK. Eve Ilsen leads a meditation, the group sings, followed by audience questions. Series files JRRZ0001S0015N0001 - N0015","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Job (Biblical figure)","lcsh","Ruth (Biblical figure)","lcsh","Jonah (Biblical prophet)","lcsh","Esther (Biblical figure)","lcsh","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0015","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","Ilsen, Eve","Speaker","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1989-05-01","Created","","","","audio/mp3","","","","English","","","","","528581","4546","RZI-AC-61.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528581~132594"
"RZI-AC-62a","JRRZ0001S0015N0007","","Wisdom School: Ruth, Esther, Jonah, Job, Part 7 (of 16)","Wisdom School: Ruth, Esther, Jonah, Job, Part 9 (of 15). Primal Myths Wisdom School Series on Torah and TaNaK. Reb Zalman speaks about the role of the Satan in the Story of Job, when religious piety goes wrong, Counting the Omer. Reb Zalman leads song. Series files JRRZ0001S0015N0001 - N0015","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Job (Biblical figure)","lcsh","Ruth (Biblical figure)","lcsh","Jonah (Biblical prophet)","lcsh","Esther (Biblical figure)","lcsh","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0015","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","Ilsen, Eve","Speaker","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1989-05-01","Created","","","","audio/mp3","","","","English","","","","","528595","4546","RZI-AC-62a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528595~132595"
"RZI-AC-62b","JRRZ0001S0015N0008","","Wisdom School: Ruth, Esther, Jonah, Job, Part 8 (of 16)","Wisdom School: Ruth, Esther, Jonah, Job, Part 9 (of 15). Primal Myths Wisdom School Series on Torah and TaNaK. Reb Zalman speaks about the role of the Satan in the Story of Job, when religious piety goes wrong, Counting the Omer. Reb Zalman leads song. Series files JRRZ0001S0015N0001 - N0015","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Job (Biblical figure)","lcsh","Ruth (Biblical figure)","lcsh","Jonah (Biblical prophet)","lcsh","Esther (Biblical figure)","lcsh","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0015","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","Ilsen, Eve","Speaker","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","","","audio/mp3","","","","English","","","","","528609","4546","RZI-AC-62b.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528609~132596"
"RZI-AC-63a","JRRZ0001S0015N0009","","Wisdom School: Ruth, Esther, Jonah, Job, Part 9 (of 16)","Wisdom School: Ruth, Esther, Jonah, Job, Part 10 (of 15). Primal Myths Wisdom School Series on Torah and TaNaK. A continuation of the previous recording with Eve Ilsen speaking about Job. Series files JRRZ0001S0015N0001 - N0015","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Job (Biblical figure)","lcsh","Ruth (Biblical figure)","lcsh","Jonah (Biblical prophet)","lcsh","Esther (Biblical figure)","lcsh","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0015","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","Ilsen, Eve","Speaker","Cohen, Ken","Speaker","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1989-05-01","Created","","","","audio/mp3","","","","English","","","","","528622","4546","RZI-AC-63a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528622~132597"
"RZI-AC-63b","JRRZ0001S0015N0010","","Wisdom School: Ruth, Esther, Jonah, Job, Part 10 (of 16)","Wisdom School: Ruth, Esther, Jonah, Job, Part 10 (of 15). Primal Myths Wisdom School Series on Torah and TaNaK. A continuation of the previous recording with Eve Ilsen speaking about Job. Series files JRRZ0001S0015N0001 - N0015","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Job (Biblical figure)","lcsh","Ruth (Biblical figure)","lcsh","Jonah (Biblical prophet)","lcsh","Esther (Biblical figure)","lcsh","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0015","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","Ilsen, Eve","Speaker","Cohen, Ken","Speaker","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","","","audio/mp3","","","","English","","","","","528636","4546","RZI-AC-63b.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528636~132598"
"RZI-AC-64a","JRRZ0001S0015N0011","","Wisdom School: Ruth, Esther, Jonah, Job, Part 11 (of 16)","Wisdom School: Ruth, Esther, Jonah, Job, Part 11 (of 15). Primal Myths Wisdom School Series on Torah and TaNaK. A continuation of the previous recording, with audience members sharing their stories in relation to Job. Series files JRRZ0001S0015N0001 - N0015","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Job (Biblical figure)","lcsh","Ruth (Biblical figure)","lcsh","Jonah (Biblical prophet)","lcsh","Esther (Biblical figure)","lcsh","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0015","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","Ilsen, Eve","Speaker","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1989-05-01","Created","","","","audio/mp3","","","","English","","","","","528649","4546","RZI-AC-64a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528649~132599"
"RZI-AC-64b","JRRZ0001S0015N0012","","Wisdom School: Ruth, Esther, Jonah, Job, Part 12 (of 16)","Wisdom School: Ruth, Esther, Jonah, Job, Part 12 (of 15). Primal Myths Wisdom School Series on Torah and TaNaK. Series files JRRZ0001S0015N0001 - N0015","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Job (Biblical figure)","lcsh","Ruth (Biblical figure)","lcsh","Jonah (Biblical prophet)","lcsh","Esther (Biblical figure)","lcsh","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0015","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","Ilsen, Eve","Speaker","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1989-05-01","Created","","","","audio/mp3","","","","English","","","","","528663","4546","RZI-AC-64b.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528663~132600"
"RZI-AC-65a","JRRZ0001S0015N0013","","Wisdom School: Ruth, Esther, Jonah, Job, Part 13 (of 16)","Wisdom School: Ruth, Esther, Jonah, Job, Part 13 (of 15) Primal Myths Wisdom School Series on Torah and TaNaK: Ruth, Esther, Jonah, Job. Series files JRRZ0001S0015N0001 - N0015","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Job (Biblical figure)","lcsh","Ruth (Biblical figure)","lcsh","Jonah (Biblical prophet)","lcsh","Esther (Biblical figure)","lcsh","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0015","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","Ilsen, Eve","Speaker","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1989-05-01","Created","","","","audio/mp3","","","","English","","","","","528677","4546","RZI-AC-65a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528677~132601"
"RZI-AC-65b","JRRZ0001S0015N0014","","Wisdom School: Ruth, Esther, Jonah, Job, Part 14 (of 16)","Wisdom School: Ruth, Esther, Jonah, Job Part 14 (of 15). Primal Myths Wisdom School Series on Torah and TaNaK. Series files JRRZ0001S0015N0001 - N0015","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Job (Biblical figure)","lcsh","Ruth (Biblical figure)","lcsh","Jonah (Biblical prophet)","lcsh","Esther (Biblical figure)","lcsh","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0015","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","Ilsen, Eve","Speaker","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1989-05-01","Created","","","","audio/mp3","","","","English","","","","","528691","4546","RZI-AC-65b.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528691~132602"
"RZI-AC-66a","JRRZ0001S0015N0015","","Wisdom School: Ruth, Esther, Jonah, Job, Part 15 (of 16)","Wisdom School: Ruth, Esther, Jonah, Job. Part 15 (of 15). Primal Myths Wisdom School Series on Torah and TaNaK. Reb Zalman tells stories about Howard Thurman, Ken Cohen speaks about the teachings of Reb Zalman, Reb Zalman davvens the Mi'she'bearach and speaks about Isaiah. Series files JRRZ0001S0015N0001 - N0015","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Job (Biblical figure)","lcsh","Ruth (Biblical figure)","lcsh","Jonah (Biblical prophet)","lcsh","Esther (Biblical figure)","lcsh","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0015","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","Ilsen, Eve","Speaker","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1989-05-01","Created","","","","audio/mp3","","","","English","","","","","528705","4546","RZI-AC-66a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528705~132603"
"RZI-AC-66b","JRRZ0001S0015N0016","","Wisdom School: Ruth, Esther, Jonah, Job, Part 16 (of 16)","Wisdom School: Ruth, Esther, Jonah, Job. Part 15 (of 15). Primal Myths Wisdom School Series on Torah and TaNaK. Reb Zalman tells stories about Howard Thurman, Ken Cohen speaks about the teachings of Reb Zalman, Reb Zalman davvens the Mi'she'bearach and speaks about Isaiah. Series files JRRZ0001S0015N0001 - N0015","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Job (Biblical figure)","lcsh","Ruth (Biblical figure)","lcsh","Jonah (Biblical prophet)","lcsh","Esther (Biblical figure)","lcsh","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0015","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","Ilsen, Eve","Speaker","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","","","audio/mp3","","","","English","","","","","528719","4546","RZI-AC-66b.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528719~132604"
"RZI-AC-320a","JRRZ0001S0016N0001","","Hasidic Archetypes at Elat Chayim, Part 1a","Hasidic Archetypes at Elat Chayim, Part 1 of 3. On Hassidic Rabbis. Davvening, Storytelling, Music. Niggunim. Dead Sea Scrolls and Western Monasticism. Chassidic Stories of the Rebbes. The final lecture appears to be missing.","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Hassidism","lcsh","","","","","","","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0072","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","","","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1994-07-19","Created","","","","audio/mp3","","","","English","","","","","528732","4546","RZI-AC-320a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528732~132264"
"RZI-AC-320b","JRRZ0001S0016N0002","","Hasidic Archetypes at Elat Chayim, Part 1b","Hassidic Archetypes at Elat Chayim, Part 4. Recorded at the Elat Chayim Conference Center. What a Rebbe does. Mitzvot. Davvening (Lecha Dodi and Adon Olam), R'Zlotchavik's Niggun and the Besht. Who is a Hassid. Parts one and two of this series are missing. Series files JRRZ0001S0016N0001 - N0003","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Hassidism","lcsh","","","","","","","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0016","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","","","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","","","audio/mp3","","","","English","","","","","528746","4546","RZI-AC-320b.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528746~132265"
"RZI-AC-321a","JRRZ0001S0016N0003","","Hasidic Archetypes at Elat Chayim, Part 2a","Hasidic Archetypes at Elat Chayim. Part 2 of 3. On Soul Ascents, Faith.. Reb Zalman shares his first non-orthodox experiences. The final recording appears to be missing.","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Hassidism","lcsh","","","","","","","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0072","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","","","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1994-07-01","Created","","","","audio/mp3","","","","English","","","","","528759","4546","RZI-AC-321a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528759~132266"
"RZI-AC-321b","JRRZ0001S0016N0004","","Hasidic Archetypes at Elat Chayim, Part 2b","Hasidic Archetypes at Elat Chayim, Part 3 of 3. What a Rebbe does. Mitzvot. Davvening (Lecha Dodi and Adon Olam), R'Zlotchavik's Niggun and the Besht. Who is a Hassid. A final lecture in this series appears to be missing.","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Hassidism","lcsh","","","","","","","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0072","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","","","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1994-07-01","Created","","","","audio/mp3","","","","English","","","","","528773","4546","RZI-AC-321b.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528773~132267"
"RZI-AC-322a","JRRZ0001S0016N0005","","Hassidic Archetypes at Elat Chayim, Part 3a","Hassidic Archetypes at Elat Chayim, Part 3a. Recorded at the Elat Chayim Conference Center. What a Rebbe does. Mitzvot. Davvening (Lecha Dodi and Adon Olam), R'Zlotchavik's Niggun and the Besht. Who is a Hassid. Parts one and two missing. Series files JRRZ0001S0016N0001 - N0003","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Hassidism","lcsh","","","","","","","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0016","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","","","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1994-04-01","Created","","","","audio/mp3","","","","English","","","","","528787","4546","RZI-AC-322a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528787~132268"
"RZI-AC-322b","JRRZ0001S0016N0006","","Hassidic Archetypes at Elat Chayim, Part 3b","Hassidic Archetypes at Elat Chayim, Part 3b. Recorded at the Elat Chayim Conference Center. What a Rebbe does. Mitzvot. Davvening (Lecha Dodi and Adon Olam), R'Zlotchavik's Niggun and the Besht. Who is a Hassid. Parts one and two of this series are missing. Series files JRRZ0001S0016N0001 - N0003","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Hassidism","lcsh","","","","","","","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0016","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","","","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1994-04-01","Created","","","","audio/mp3","","","","English","","","","","528801","4546","RZI-AC-322b.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528801~132269"
"RZI-AC-323a","JRRZ0001S0016N0007","","Hassidic Archetypes at Elay Chayim, Part 4a","Hassidic Archetypes at Elat Chayim, Part 4. Recorded at the Elat Chayim Conference Center. What a Rebbe does. Mitzvot. Davvening (Lecha Dodi and Adon Olam), R'Zlotchavik's Niggun and the Besht. Who is a Hassid. Parts one and two of this series are missing. Series files JRRZ0001S0016N0001 - N0003","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Hassidism","lcsh","","","","","","","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0016","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","","","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1994-04-01","Created","","","","audio/mp3","","","","English","","","","","528815","4546","RZI-AC-323a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528815~132270"
"RZI-AC-323b","JRRZ0001S0016N0008","","Hassidic Archetypes at Elay Chayim, Part 4b","Hassidic Archetypes at Elat Chayim, Part 4. Recorded at the Elat Chayim Conference Center. What a Rebbe does. Mitzvot. Davvening (Lecha Dodi and Adon Olam), R'Zlotchavik's Niggun and the Besht. Who is a Hassid. Parts one and two of this series are missing. Series files JRRZ0001S0016N0001 - N0003","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Hassidism","lcsh","","","","","","","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0016","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","","","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","","","","","","audio/mp3","","","","English","","","","","528829","4546","RZI-AC-323b.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528829~132271"
"RZI-AC-324a","JRRZ0001S0017N0001","","Hassidic Archetypes Naropa 529 Course, Part 1a","Hasidic Archetypes Naropa 529 Course, Part 1a. Introductary Lecture on Texts. Kavannah, Devekut, davvening, personal experience of Gershon Sholem and Martin Buber. First of two parts in the first lecture. 21 file series JRRZ0001S0017N0001 - N0021.","","Schachter-Shalomi, Zalman, 1924-","lcsh","Jewish renewal","lcsh","Hassidism","lcsh","","","","","","","","","","","","","","","","","","","Sound","Rabbi Zalman Schachter-Shalomi Collection","JRRZ0001S0017","Series Identifier","Special Collections, Archives & Preservation, University of Colorado Boulder","","","","","Schachter-Shalomi, Zalman","Speaker","","","","","","","","","","","","","","Naropa University","","","","","","Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.","1997-01-28","Created","","","","audio/mp3","","","","English","","","","","528842","4546","RZI-AC-324a.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~68~68~528842~132272"
